1000
4
1
2008-06-18	14301.360352	14469.990234	14301.360352	14452.820312	110800	14452.820312
2008-06-17	14387	14387	14299.669922	14348.370117	110800	14348.370117
2008-06-16	14118.230469	14369.089844	14103.5	14354.370117	120000	14354.370117
2008-06-13	14011.120117	14041.339844	13810.379883	13973.730469	230400	13973.730469
2008-06-12	14010.320312	14010.320312	13826.070312	13888.599609	133400	13888.599609
2008-06-11	14137.540039	14194.480469	13993.570312	14183.480469	131000	14183.480469
2008-06-10	14281.360352	14308.889648	13983.55957	14021.169922	120600	14021.169922
2008-06-09	14275.339844	14278.839844	14117.790039	14181.379883	122000	14181.379883
2008-06-06	14530.360352	14601.269531	14489.44043	14489.44043	150600	14489.44043
2008-06-05	14392.589844	14392.589844	14262.019531	14341.120117	152000	14341.120117
2008-06-04	14270.070312	14435.570312	14250.110352	14435.570312	168800	14435.570312
2008-06-03	14275.610352	14289.469727	14127.75	14209.169922	152600	14209.169922
2008-06-02	14342.959961	14461.030273	14189.969727	14440.139648	0	14440.139648
2008-05-30	14195.660156	14366.629883	14192.169922	14338.540039	166600	14338.540039
2008-05-29	13832.650391	14147.889648	13832.650391	14124.469727	128800	14124.469727
2008-05-28	13937.139648	13979.389648	13665.570312	13709.44043	132400	13709.44043
2008-05-27	13750.820312	13931.230469	13750.820312	13893.30957	100200	13893.30957
2008-05-26	13875.980469	13883.509766	13670.919922	13690.19043	117800	13690.19043
2008-05-23	13945.099609	14157.240234	13925.379883	14012.200195	146400	14012.200195
2008-05-22	13772.650391	13984.80957	13658.019531	13978.459961	159200	13978.459961
2008-05-21	14002.519531	14041.240234	13847.179688	13926.299805	160200	13926.299805
2008-05-20	14220.120117	14286.669922	14121.919922	14160.089844	159800	14160.089844
2008-05-19	14294.519531	14343.19043	14219.080078	14269.610352	133800	14269.610352
2008-05-16	14363.620117	14392.530273	14194.910156	14219.480469	144200	14219.480469
2008-05-15	14167.019531	14352.839844	14167.019531	14251.740234	160200	14251.740234
2008-05-14	13961.959961	14121.94043	13877.400391	14118.549805	142400	14118.549805
2008-05-13	13814.389648	13976.919922	13734.5	13953.730469	129200	13953.730469
2008-05-12	13565.910156	13793.410156	13540.679688	13743.360352	103000	13743.360352
2008-05-09	13941.299805	13946.509766	13639.990234	13655.339844	130400	13655.339844
2008-05-08	14008.19043	14036.30957	13930.280273	13943.259766	120400	13943.259766
2008-05-07	14147.570312	14208.669922	14022.790039	14102.480469	139800	14102.480469
2008-05-02	13944.259766	14072.919922	13944.259766	14049.259766	114000	14049.259766
2008-05-01	13802.589844	13884.629883	13727.070312	13766.860352	110800	13766.860352
2008-04-30	13802.94043	13976.099609	13766.240234	13849.990234	143200	13849.990234
2008-04-28	13907.969727	14003.280273	13745.610352	13894.370117	139400	13894.370117
2008-04-25	13614.530273	13886.370117	13614.530273	13863.469727	127200	13863.469727
2008-04-24	13613.830078	13654.780273	13497.160156	13540.870117	108800	13540.870117
2008-04-23	13455.55957	13717.049805	13449.040039	13579.160156	112200	13579.160156
2008-04-22	13587.509766	13608.169922	13519.120117	13547.820312	100800	13547.820312
2008-04-21	13639.849609	13739.44043	13639.769531	13696.549805	124600	13696.549805
2008-04-18	13426.259766	13485.040039	13323.740234	13476.450195	102400	13476.450195
2008-04-17	13315.830078	13495.94043	13313.05957	13398.299805	127200	13398.299805
2008-04-16	13130.660156	13222.429688	13112.070312	13146.129883	121200	13146.129883
2008-04-15	12952.650391	13052.820312	12875.919922	12990.580078	112400	12990.580078
2008-04-14	13132.669922	13132.669922	12858.629883	12917.509766	101000	12917.509766
2008-04-11	13061.769531	13329.400391	13040.349609	13323.730469	147600	13323.730469
2008-04-10	13029.80957	13062.459961	12898.490234	12945.299805	128000	12945.299805
2008-04-09	13295.160156	13348.379883	12998.540039	13111.889648	117200	13111.889648
2008-04-08	13373.959961	13402.910156	13225.759766	13250.429688	110600	13250.429688
2008-04-07	13240.55957	13485.900391	13228.860352	13450.230469	125200	13450.230469
2008-04-04	13286.349609	13360.80957	13220	13293.219727	122000	13293.219727
2008-04-03	13190.160156	13389.900391	13137.099609	13389.900391	142600	13389.900391
2008-04-02	12836.410156	13189.360352	12836.410156	13189.360352	145000	13189.360352
2008-04-01	12539.799805	12779.139648	12521.839844	12656.419922	114600	12656.419922
2008-03-31	12709.280273	12709.280273	12430.629883	12525.540039	124000	12525.540039
2008-03-28	12594.339844	12874.450195	12507.679688	12820.469727	122600	12820.469727
2008-03-27	12618.419922	12621.55957	12475.879883	12604.580078	114200	12604.580078
2008-03-26	12648.969727	12711.780273	12591.009766	12706.629883	107400	12706.629883
2008-03-25	12639.740234	12791.240234	12572.769531	12745.219727	130200	12745.219727
2008-03-24	12473.05957	12582.459961	12438.200195	12480.089844	108400	12480.089844
2008-03-21	12331.639648	12496.410156	12308.030273	12482.570312	122000	12482.570312
2008-03-19	12142.330078	12374.75	12142.330078	12260.44043	143800	12260.44043
2008-03-18	11828.990234	11995.05957	11793.599609	11964.160156	157800	11964.160156
2008-03-17	12089.030273	12132.69043	11691	11787.509766	172600	11787.509766
2008-03-14	12509.80957	12582.570312	12167.089844	12241.599609	232000	12241.599609
2008-03-13	12741.259766	12772.370117	12351.719727	12433.44043	143400	12433.44043
2008-03-12	12841.879883	13071.219727	12799.419922	12861.129883	141000	12861.129883
2008-03-11	12392.30957	12674.889648	12352.790039	12658.280273	162200	12658.280273
2008-03-10	12716.839844	12777.070312	12527.070312	12532.129883	151200	12532.129883
2008-03-07	13024.610352	13024.610352	12744.519531	12782.799805	144200	12782.799805
2008-03-06	13068.889648	13365.219727	13050.549805	13215.419922	134200	13215.419922
2008-03-05	12973.030273	13044.009766	12919.80957	12972.05957	128800	12972.05957
2008-03-04	13080.290039	13110.389648	12883.070312	12992.280273	138600	12992.280273
2008-03-03	13412.870117	13413.629883	12992.179688	12992.179688	142400	12992.179688
2008-02-29	13735.44043	13738.55957	13533.25	13603.019531	126600	13603.019531
2008-02-28	13877.879883	13962.299805	13794.709961	13925.509766	118400	13925.509766
2008-02-27	14007.320312	14105.469727	13956.44043	14031.299805	127400	14031.299805
2008-02-26	14036.889648	14053.849609	13803.459961	13824.719727	133800	13824.719727
2008-02-25	13612.30957	13969.179688	13612.30957	13914.570312	152000	13914.570312
2008-02-22	13530.19043	13540.620117	13378.719727	13500.459961	144200	13500.459961
2008-02-21	13462.719727	13783.969727	13439.589844	13688.280273	143000	13688.280273
2008-02-20	13729.75	13729.75	13310.370117	13310.370117	163600	13310.370117
2008-02-19	13761.759766	13853.209961	13691.879883	13757.910156	147400	13757.910156
2008-02-18	13627.30957	13822.450195	13627.30957	13635.400391	147200	13635.400391
2008-02-15	13508.530273	13666.679688	13356.389648	13622.55957	154800	13622.55957
2008-02-14	13254.589844	13626.450195	13251.860352	13626.450195	147200	13626.450195
2008-02-13	13162.950195	13240.259766	13036.620117	13068.299805	138800	13068.299805
2008-02-12	12998.870117	13138.280273	12923.419922	13021.959961	147600	13021.959961
2008-02-08	13143.080078	13279.519531	12997.879883	13017.240234	170600	13017.240234
2008-02-07	13077.25	13244.19043	12972.549805	13207.150391	163000	13207.150391
2008-02-06	13548.530273	13552.19043	13099.240234	13099.240234	176800	13099.240234
2008-02-05	13806.169922	13821.919922	13665.639648	13745.5	133600	13745.5
2008-02-04	13642.599609	13889.240234	13642.599609	13859.700195	138200	13859.700195
2008-02-01	13517.740234	13648.389648	13444.080078	13497.160156	142600	13497.160156
2008-01-31	13227.480469	13622.679688	13154.769531	13592.469727	165200	13592.469727
2008-01-30	13500.519531	13514.129883	13271.129883	13345.030273	152400	13345.030273
2008-01-29	13246.69043	13506.80957	13224.660156	13478.860352	147000	13478.860352
2008-01-28	13482.839844	13501.860352	13087.910156	13087.910156	152800	13087.910156
2008-01-25	13258.769531	13647.160156	13248.889648	13629.160156	178800	13629.160156
2008-01-24	12952.5	13134.769531	12952.5	13092.780273	189600	13092.780273
2008-01-23	12756.30957	13063.780273	12619.780273	12829.05957	178000	12829.05957
2008-01-22	13125.230469	13125.230469	12572.679688	12573.049805	199000	12573.049805
2008-01-21	13701.429688	13704.650391	13320.509766	13325.94043	152600	13325.94043
2008-01-18	13577.5	13902.639648	13365.320312	13861.290039	191000	13861.290039
2008-01-17	13596.379883	13803.080078	13472.450195	13783.450195	192800	13783.450195
2008-01-16	13796.730469	13841.929688	13500.589844	13504.509766	204600	13504.509766
2008-01-15	14134.910156	14224	13915.150391	13972.629883	163800	13972.629883
2008-01-11	14419.429688	14447.490234	14096.540039	14110.790039	175400	14110.790039
2008-01-10	14546.320312	14584.730469	14388.110352	14388.110352	130200	14388.110352
2008-01-09	14364.709961	14602.650391	14271.570312	14599.160156	155400	14599.160156
2008-01-08	14429.299805	14547.799805	14365.860352	14528.669922	146800	14528.669922
2008-01-07	14549.379883	14667.849609	14438.610352	14500.549805	139800	14500.549805
2008-01-04	15155.730469	15156.660156	14542.580078	14691.410156	98800	14691.410156
2007-12-28	15413.370117	15413.370117	15240.959961	15307.780273	61200	15307.780273
2007-12-27	15616.410156	15628.30957	15535.509766	15564.69043	93000	15564.69043
2007-12-26	15613.959961	15653.540039	15559.469727	15653.540039	94000	15653.540039
2007-12-25	15441.330078	15583.389648	15441.330078	15552.589844	90600	15552.589844
2007-12-21	15044.349609	15275.610352	14998.009766	15257	135400	15257
2007-12-20	15151.370117	15161.660156	15017.969727	15031.599609	108600	15031.599609
2007-12-19	15165.089844	15267.75	15030.509766	15030.509766	118200	15030.509766
2007-12-18	15099.200195	15301.69043	15004.410156	15207.860352	139800	15207.860352
2007-12-17	15433.299805	15508.5	15219.070312	15249.790039	113200	15249.790039
2007-12-14	15547.19043	15697.049805	15433.769531	15514.509766	200200	15514.509766
2007-12-13	15818.480469	15833.099609	15532.530273	15536.519531	141000	15536.519531
2007-12-12	15828.650391	15963.429688	15700.150391	15932.259766	142800	15932.259766
2007-12-11	16003.089844	16075.610352	15972.450195	16044.719727	102800	16044.719727
2007-12-10	16007.330078	16017.139648	15826.25	15924.389648	116200	15924.389648
2007-12-07	15992.240234	16107.650391	15948.540039	15956.370117	146000	15956.370117
2007-12-06	15782.400391	15898.259766	15740.94043	15874.080078	129200	15874.080078
2007-12-05	15418.950195	15621.540039	15365.389648	15608.879883	137000	15608.879883
2007-12-04	15613.889648	15683.179688	15446.469727	15480.19043	124200	15480.19043
2007-12-03	15747.469727	15799.69043	15577.69043	15628.969727	137600	15628.969727
2007-11-30	15520.530273	15751.200195	15520.530273	15680.669922	171200	15680.669922
2007-11-29	15339.610352	15555.040039	15339.610352	15513.740234	129800	15513.740234
2007-11-28	15271.139648	15280.910156	15089.349609	15153.780273	134200	15153.780273
2007-11-27	14953.929688	15312.549805	14801.870117	15222.849609	159200	15222.849609
2007-11-26	14921.570312	15295.209961	14912.830078	15135.209961	146000	15135.209961
2007-11-22	14726.620117	15000.179688	14669.849609	14888.769531	161200	14888.769531
2007-11-21	15113.830078	15154.30957	14770.219727	14837.660156	149000	14837.660156
2007-11-20	14868.980469	15222.240234	14751.269531	15211.519531	184600	15211.519531
2007-11-19	15177.169922	15302.759766	15040.099609	15042.55957	125400	15042.55957
2007-11-16	15238.730469	15238.730469	15030.019531	15154.610352	118800	15154.610352
2007-11-15	15536.349609	15587.30957	15396.299805	15396.299805	129800	15396.299805
2007-11-14	15311.379883	15504.990234	15287.259766	15499.55957	139000	15499.55957
2007-11-13	15148.160156	15235.55957	14988.769531	15126.629883	151000	15126.629883
2007-11-12	15377.370117	15386.799805	14998.509766	15197.089844	158600	15197.089844
2007-11-09	15675.480469	15834.969727	15566.120117	15583.419922	160400	15583.419922
2007-11-08	15889.030273	15891.230469	15626.05957	15771.570312	161200	15771.570312
2007-11-07	16325.179688	16326.580078	16081.030273	16096.679688	136000	16096.679688
2007-11-06	16152.580078	16353.929688	16144.400391	16249.629883	138800	16249.629883
2007-11-05	16458.140625	16458.140625	16211.790039	16268.919922	142800	16268.919922
2007-11-02	16647.400391	16654.730469	16484.539062	16517.480469	148200	16517.480469
2007-11-01	16812.900391	16887.039062	16795.550781	16870.400391	145000	16870.400391
2007-10-31	16620.589844	16738.980469	16552.539062	16737.630859	144800	16737.630859
2007-10-30	16655.310547	16682.869141	16492.560547	16651.009766	149200	16651.009766
2007-10-29	16613.300781	16774.179688	16613.300781	16698.080078	122000	16698.080078
2007-10-26	16358.610352	16505.630859	16348.860352	16505.630859	110200	16505.630859
2007-10-25	16368.019531	16438.570312	16199.019531	16284.169922	111600	16284.169922
2007-10-24	16518	16578.589844	16330.330078	16358.389648	109200	16358.389648
2007-10-23	16486.710938	16554.910156	16416.919922	16450.580078	90400	16450.580078
2007-10-22	16563.570312	16563.570312	16264.700195	16438.470703	122000	16438.470703
2007-10-19	16965	16965	16711.570312	16814.369141	111600	16814.369141
2007-10-18	16974.689453	17147.730469	16974.689453	17106.089844	113800	17106.089844
2007-10-17	17114.199219	17114.199219	16795.740234	16955.310547	150600	16955.310547
2007-10-16	17267.070312	17283.050781	17104.199219	17137.919922	114400	17137.919922
2007-10-15	17399.669922	17430.089844	17292.130859	17358.150391	97000	17358.150391
2007-10-12	17417.939453	17441.75	17280.599609	17331.169922	127000	17331.169922
2007-10-11	17188.810547	17488.970703	17154.75	17458.980469	133000	17458.980469
2007-10-10	17231.140625	17254.519531	17146.390625	17177.890625	101800	17177.890625
2007-10-09	17166.169922	17237.400391	17133.519531	17159.900391	104600	17159.900391
2007-10-05	17070.609375	17144.349609	17032.75	17065.039062	97200	17065.039062
2007-10-04	17085.320312	17160.470703	17043.759766	17092.490234	129200	17092.490234
2007-10-03	17066.140625	17205.419922	17017.769531	17199.890625	148200	17199.890625
2007-10-02	17027.919922	17072.669922	16986.380859	17046.779297	136000	17046.779297
2007-10-01	16773.099609	16899.839844	16685.800781	16845.960938	108600	16845.960938
2007-09-28	16903.640625	16929.259766	16755.210938	16785.689453	111600	16785.689453
2007-09-27	16551.939453	16868.939453	16551.939453	16832.220703	126800	16832.220703
2007-09-26	16388.509766	16457.720703	16388.509766	16435.740234	103800	16435.740234
2007-09-25	16317.19043	16434.800781	16240.259766	16401.730469	118000	16401.730469
2007-09-21	16284.429688	16353.969727	16245.94043	16312.610352	123000	16312.610352
2007-09-20	16474.660156	16491.449219	16344.280273	16413.789062	120800	16413.789062
2007-09-19	16038.120117	16386.169922	16038.120117	16381.540039	112200	16381.540039
2007-09-18	16037.490234	16037.490234	15780.900391	15801.799805	101000	15801.799805
2007-09-14	15895.049805	16142.080078	15877.089844	16127.419922	173000	16127.419922
2007-09-13	15886.759766	15931.089844	15802.360352	15821.19043	101600	15821.19043
2007-09-12	15978.780273	16032.259766	15731.320312	15797.599609	111000	15797.599609
2007-09-11	15787.860352	15940.379883	15610.650391	15877.669922	111000	15877.669922
2007-09-10	15906.519531	15906.519531	15651.830078	15764.969727	115400	15764.969727
2007-09-07	16179.780273	16230.580078	16027.929688	16122.160156	101000	16122.160156
2007-09-06	16003.879883	16257	15840.049805	16257	141200	16257
2007-09-05	16506.109375	16553.220703	16154.900391	16158.450195	114200	16158.450195
2007-09-04	16445.730469	16511.640625	16392.210938	16420.470703	86600	16420.470703
2007-09-03	16511.070312	16575.970703	16452.740234	16524.929688	96600	16524.929688
2007-08-31	16270.990234	16569.089844	16266.230469	16569.089844	119400	16569.089844
2007-08-30	16182.089844	16269.660156	16091.280273	16153.820312	97200	16153.820312
2007-08-29	16068.099609	16068.099609	15830.280273	16012.830078	112000	16012.830078
2007-08-28	16214.089844	16343.280273	16192.839844	16287.490234	83800	16287.490234
2007-08-27	16429.009766	16504.720703	16263.950195	16301.389648	91600	16301.389648
2007-08-24	16286.009766	16329.959961	16188.080078	16248.969727	102800	16248.969727
2007-08-23	16093.820312	16333.360352	16093.820312	16316.320312	118200	16316.320312
2007-08-22	15866.599609	15957.959961	15787.959961	15900.639648	106400	15900.639648
2007-08-21	15773.860352	16101.639648	15754.509766	15901.339844	132600	15901.339844
2007-08-20	15477.259766	15940.610352	15477.259766	15732.480469	146600	15732.480469
